start_idx,end_idx,travel_time,cost
0,1,1.9070018695785855,595.3500934789292
1,0,1.9070018695785855,95.35009347892928
0,2,0.5818090227116633,529.0904511355832
2,0,0.5818090227116633,29.09045113558317
1,2,2.3542311800932265,117.71155900466132
2,1,2.3542311800932265,117.71155900466132
0,3,1.4528530743677468,572.6426537183874
3,0,1.4528530743677468,72.64265371838734
1,3,0.9615632077706674,48.07816038853337
3,1,0.9615632077706674,48.07816038853337
2,3,2.0193677338558094,100.96838669279046
3,2,2.0193677338558094,100.96838669279046
0,4,2.045645707831851,602.2822853915925
4,0,2.045645707831851,102.28228539159255
1,4,0.16352818056854282,8.176409028427141
4,1,0.16352818056854282,8.176409028427141
2,4,2.4756338389397663,123.78169194698832
4,2,2.4756338389397663,123.78169194698832
3,4,1.1204628425929872,56.023142129649365
4,3,1.1204628425929872,56.023142129649365
0,5,1.9740794337646972,598.7039716882349
5,0,1.9740794337646972,98.70397168823486
1,5,2.496396967537029,124.81984837685145
5,1,2.496396967537029,124.81984837685145
2,5,1.707084767916214,85.3542383958107
5,2,1.707084767916214,85.3542383958107
3,5,2.8154774771982978,140.7738738599149
5,3,2.8154774771982978,140.7738738599149
4,5,2.5174380645354626,125.87190322677313
5,4,2.5174380645354626,125.87190322677313
0,6,0.8109092909032052,540.5454645451603
6,0,0.8109092909032052,40.54546454516026
1,6,1.9252005248446522,96.26002624223261
6,1,1.9252005248446522,96.26002624223261
2,6,1.3336183416683287,66.68091708341643
6,2,1.3336183416683287,66.68091708341643
3,6,1.1133010129941225,55.665050649706124
6,3,1.1133010129941225,55.665050649706124
4,6,2.0869232915975147,104.34616457987573
6,4,2.0869232915975147,104.34616457987573
5,6,2.746884646892829,137.34423234464145
6,5,2.746884646892829,137.34423234464145
0,7,1.268511514975244,563.4255757487622
7,0,1.268511514975244,63.4255757487622
1,7,2.729186971880582,136.4593485940291
7,1,2.729186971880582,136.4593485940291
2,7,0.7366148583773767,36.830742918868836
7,2,0.7366148583773767,36.830742918868836
3,7,2.607019970721163,130.35099853605817
7,3,2.607019970721163,130.35099853605817
4,7,2.8198371503656143,140.9918575182807
7,4,2.8198371503656143,140.9918575182807
5,7,1.2280680018134744,61.40340009067372
7,5,1.2280680018134744,61.40340009067372
6,7,2.0598536063970947,102.99268031985474
7,6,2.0598536063970947,102.99268031985474
0,8,0.1789157295851526,508.9457864792576
8,0,0.1789157295851526,8.94578647925763
1,8,1.923377412876703,96.16887064383515
8,1,1.923377412876703,96.16887064383515
2,8,0.7149308330538566,35.746541652692834
8,2,0.7149308330538566,35.746541652692834
3,8,1.3810911218333444,69.05455609166722
8,3,1.3810911218333444,69.05455609166722
4,8,2.0692247554459593,103.46123777229796
8,4,2.0692247554459593,103.46123777229796
5,8,2.1516389783876235,107.58194891938118
8,5,2.1516389783876235,107.58194891938118
6,8,0.6383373681593105,31.916868407965527
8,6,0.6383373681593105,31.916868407965527
7,8,1.4267275488016922,71.3363774400846
8,7,1.4267275488016922,71.3363774400846
0,9,2.1069331478359654,605.3466573917983
9,0,2.1069331478359654,105.34665739179826
1,9,2.3532351849622866,117.66175924811434
9,1,2.3532351849622866,117.66175924811434
2,9,1.917715792196102,95.8857896098051
9,2,1.917715792196102,95.8857896098051
3,9,2.7798409000942077,138.99204500471038
9,3,2.7798409000942077,138.99204500471038
4,9,2.354733912781005,117.73669563905025
9,4,2.354733912781005,117.73669563905025
5,9,0.32875027241687893,16.437513620843948
9,5,0.32875027241687893,16.437513620843948
6,9,2.8416188960532467,142.08094480266234
9,6,2.8416188960532467,142.08094480266234
7,9,1.5169340509011193,75.84670254505596
9,7,1.5169340509011193,75.84670254505596
8,9,2.279587744666582,113.97938723332909
9,8,2.279587744666582,113.97938723332909
0,10,0.7664932299236935,538.3246614961847
10,0,0.7664932299236935,38.324661496184675
1,10,1.364529032998275,68.22645164991376
10,1,1.364529032998275,68.22645164991376
2,10,1.0310352660777502,51.55176330388751
10,2,1.0310352660777502,51.55176330388751
3,10,1.333446711509156,66.6723355754578
10,3,1.333446711509156,66.6723355754578
4,10,1.4695423890634753,73.47711945317377
10,4,1.4695423890634753,73.47711945317377
5,10,1.5184946239128525,75.92473119564262
10,5,1.5184946239128525,75.92473119564262
6,10,1.331620085362422,66.5810042681211
10,6,1.331620085362422,66.5810042681211
7,10,1.3755095541725368,68.77547770862684
10,7,1.3755095541725368,68.77547770862684
8,10,0.8893380235730423,44.466901178652115
10,8,0.8893380235730423,44.466901178652115
9,10,1.5482259164269936,77.41129582134968
10,9,1.5482259164269936,77.41129582134968
