start_idx,end_idx,travel_time,cost
0,1,2.3157203654158285,615.7860182707914
1,0,2.3157203654158285,115.78601827079143
0,2,0.9523647691996363,547.6182384599819
2,0,0.9523647691996363,47.61823845998182
1,2,1.37652958209166,68.826479104583
2,1,1.37652958209166,68.826479104583
0,3,2.6820639099891013,634.1031954994551
3,0,2.6820639099891013,134.10319549945507
1,3,1.0364644679197832,51.82322339598916
3,1,1.0364644679197832,51.82322339598916
2,3,1.9146978159919683,95.73489079959842
3,2,1.9146978159919683,95.73489079959842
0,4,0.4990304676740855,524.9515233837043
4,0,0.4990304676740855,24.951523383704274
1,4,1.8178168693560062,90.89084346780031
4,1,1.8178168693560062,90.89084346780031
2,4,0.4713635107080229,23.568175535401146
4,2,0.4713635107080229,23.568175535401146
3,4,2.216267043750889,110.81335218754445
4,3,2.216267043750889,110.81335218754445
0,5,0.44097362437971904,522.048681218986
5,0,0.44097362437971904,22.04868121898595
1,5,2.33106975142954,116.55348757147702
5,1,2.33106975142954,116.55348757147702
2,5,1.0762365516305947,53.81182758152974
5,2,1.0762365516305947,53.81182758152974
3,5,2.520906454855071,126.04532274275354
5,3,2.520906454855071,126.04532274275354
4,5,0.625191507389393,31.259575369469648
5,4,0.625191507389393,31.259575369469648
0,6,1.5797522304953038,578.9876115247652
6,0,1.5797522304953038,78.98761152476519
1,6,0.8268298602960167,41.34149301480083
6,1,0.8268298602960167,41.34149301480083
2,6,0.7426215259080235,37.13107629540118
6,2,0.7426215259080235,37.13107629540118
3,6,1.1723531477950282,58.617657389751415
6,3,1.1723531477950282,58.617657389751415
4,6,1.0876150195402117,54.38075097701058
6,4,1.0876150195402117,54.38075097701058
5,6,1.528081277718306,76.40406388591529
6,5,1.528081277718306,76.40406388591529
0,7,0.4297023843685224,521.4851192184261
7,0,0.4297023843685224,21.48511921842612
1,7,1.9521545730297742,97.60772865148871
7,1,1.9521545730297742,97.60772865148871
2,7,0.6591561743569636,32.95780871784818
7,2,0.6591561743569636,32.95780871784818
3,7,2.2559788736913187,112.79894368456594
7,3,2.2559788736913187,112.79894368456594
4,7,0.2184049396745365,10.920246983726825
7,4,0.2184049396745365,10.920246983726825
5,7,0.4174929897967512,20.87464948983756
7,5,0.4174929897967512,20.87464948983756
6,7,1.1784248718328514,58.92124359164257
7,6,1.1784248718328514,58.92124359164257
0,8,1.7452887457235295,587.2644372861764
8,0,1.7452887457235295,87.26443728617647
1,8,0.6925824892815825,34.629124464079126
8,1,0.6925824892815825,34.629124464079126
2,8,0.895207922246182,44.760396112309095
8,2,0.895207922246182,44.760396112309095
3,8,1.0278844163052343,51.39422081526172
8,3,1.0278844163052343,51.39422081526172
4,8,1.2527095757359872,62.635478786799354
8,4,1.2527095757359872,62.635478786799354
5,8,1.6883994920087912,84.41997460043956
8,5,1.6883994920087912,84.41997460043956
6,8,0.16555907205321765,8.277953602660883
8,6,0.16555907205321765,8.277953602660883
7,8,1.3433256458287195,67.16628229143598
8,7,1.3433256458287195,67.16628229143598
0,9,2.7406428442179442,637.0321422108972
9,0,2.7406428442179442,137.0321422108972
1,9,0.902838740944518,45.1419370472259
9,1,0.902838740944518,45.1419370472259
2,9,1.8142287457634094,90.71143728817047
9,2,1.8142287457634094,90.71143728817047
3,9,1.8833103038853038,94.1655151942652
9,3,1.8833103038853038,94.1655151942652
4,9,2.284081726134527,114.20408630672635
9,4,2.284081726134527,114.20408630672635
5,9,2.8845332463319266,144.22666231659633
9,5,2.8845332463319266,144.22666231659633
6,9,1.5717242341368267,78.58621170684134
9,6,1.5717242341368267,78.58621170684134
7,9,2.4704333261406504,123.52166630703252
9,7,2.4704333261406504,123.52166630703252
8,9,1.4910588321614484,74.55294160807242
9,8,1.4910588321614484,74.55294160807242
0,10,0.745042328607223,537.2521164303612
10,0,0.745042328607223,37.25211643036115
1,10,1.6362807781026487,81.81403890513243
10,1,1.6362807781026487,81.81403890513243
2,10,0.4502364971900745,22.511824859503726
10,2,0.4502364971900745,22.511824859503726
3,10,1.9378703843752876,96.89351921876438
10,3,1.9378703843752876,96.89351921876438
4,10,0.30312284309828075,15.156142154914036
10,4,0.30312284309828075,15.156142154914036
5,10,0.697730174233573,34.88650871167865
10,5,0.697730174233573,34.88650871167865
6,10,0.8511607766732189,42.558038833660945
10,6,0.8511607766732189,42.558038833660945
7,10,0.3279893708438984,16.39946854219492
10,7,0.3279893708438984,16.39946854219492
8,10,1.0157714025474598,50.78857012737299
10,8,1.0157714025474598,50.78857012737299
9,10,2.204903453534424,110.2451726767212
10,9,2.204903453534424,110.2451726767212
0,11,1.4793482425717064,573.9674121285854
11,0,1.4793482425717064,73.96741212858532
1,11,1.7983722551900043,89.91861275950022
11,1,1.7983722551900043,89.91861275950022
2,11,1.0272909959547711,51.364549797738555
11,2,1.0272909959547711,51.364549797738555
3,11,2.666878654290355,133.34393271451773
11,3,2.666878654290355,133.34393271451773
4,11,1.2558477895869735,62.79238947934867
11,4,1.2558477895869735,62.79238947934867
5,11,1.8288633778503505,91.44316889251752
11,5,1.8288633778503505,91.44316889251752
6,11,1.5836776140023054,79.18388070011527
11,6,1.5836776140023054,79.18388070011527
7,11,1.468602214337907,73.43011071689534
11,7,1.468602214337907,73.43011071689534
8,11,1.6801465221346876,84.00732610673438
11,8,1.6801465221346876,84.00732610673438
9,11,1.6970094296559741,84.85047148279871
11,9,1.6970094296559741,84.85047148279871
10,11,1.4240840197460012,71.20420098730006
11,10,1.4240840197460012,71.20420098730006
0,12,2.670651880163902,633.5325940081951
12,0,2.670651880163902,133.5325940081951
1,12,0.798706406573255,39.93532032866275
12,1,0.798706406573255,39.93532032866275
2,12,1.84062858525281,92.0314292626405
12,2,1.84062858525281,92.0314292626405
3,12,0.2752958822551576,13.76479411275788
12,3,0.2752958822551576,13.76479411275788
4,12,2.187611987971706,109.3805993985853
12,4,2.187611987971706,109.3805993985853
5,12,2.5536685933926897,127.68342966963449
12,5,2.5536685933926897,127.68342966963449
6,12,1.1069224966424756,55.34612483212378
12,6,1.1069224966424756,55.34612483212378
7,12,2.2534657931642257,112.67328965821127
12,7,2.2534657931642257,112.67328965821127
8,12,0.9468973083737114,47.34486541868557
12,8,0.9468973083737114,47.34486541868557
9,12,1.6166635775223626,80.83317887611813
12,9,1.6166635775223626,80.83317887611813
10,12,1.9276103368159112,96.38051684079556
12,10,1.9276103368159112,96.38051684079556
11,12,2.5090912782663786,125.45456391331894
12,11,2.5090912782663786,125.45456391331894
0,13,2.9843221417898,649.21610708949
13,0,2.9843221417898,149.21610708949
1,13,0.7730601634164581,38.65300817082291
13,1,0.7730601634164581,38.65300817082291
2,13,2.0841415606080953,104.20707803040477
13,2,2.0841415606080953,104.20707803040477
3,13,0.7514469825267635,37.572349126338175
13,3,0.7514469825267635,37.572349126338175
4,13,2.4876210996071646,124.38105498035823
13,4,2.4876210996071646,124.38105498035823
5,13,2.925209749133373,146.26048745666864
13,5,2.925209749133373,146.26048745666864
6,13,1.408687746831404,70.4343873415702
13,6,1.408687746831404,70.4343873415702
7,13,2.587094871708264,129.3547435854132
13,7,2.587094871708264,129.3547435854132
8,13,1.2438514694460627,62.19257347230314
13,8,1.2438514694460627,62.19257347230314
9,13,1.3409899204787745,67.04949602393873
13,9,1.3409899204787745,67.04949602393873
10,13,2.259622243282334,112.9811121641167
13,10,2.259622243282334,112.9811121641167
11,13,2.5693134479407043,128.4656723970352
13,11,2.5693134479407043,128.4656723970352
12,13,0.5064468009841331,25.32234004920665
13,12,0.5064468009841331,25.32234004920665
0,14,2.4861273871740397,624.306369358702
14,0,2.4861273871740397,124.30636935870199
1,14,0.783096729467987,39.15483647339935
14,1,0.783096729467987,39.15483647339935
2,14,1.6791786387293188,83.95893193646594
14,2,1.6791786387293188,83.95893193646594
3,14,0.2694220397099112,13.47110198549556
14,3,0.2694220397099112,13.47110198549556
4,14,2.0080346592477283,100.40173296238642
14,4,2.0080346592477283,100.40173296238642
5,14,2.358270406728901,117.91352033644505
14,5,2.358270406728901,117.91352033644505
6,14,0.9383291249757564,46.91645624878782
14,6,0.9383291249757564,46.91645624878782
7,14,2.065817371606346,103.29086858031731
14,7,2.065817371606346,103.29086858031731
8,14,0.7846790832407704,39.23395416203852
14,8,0.7846790832407704,39.23395416203852
9,14,1.6555595232490605,82.77797616245303
14,9,1.6555595232490605,82.77797616245303
10,14,1.7415981990208786,87.07990995104393
14,10,1.7415981990208786,87.07990995104393
11,14,2.401323468125499,120.06617340627496
14,11,2.401323468125499,120.06617340627496
12,14,0.20126646225971295,10.063323112985648
14,12,0.20126646225971295,10.063323112985648
13,14,0.6837665486282727,34.18832743141363
14,13,0.6837665486282727,34.18832743141363
0,15,1.5688649222703757,578.4432461135187
15,0,1.5688649222703757,78.44324611351878
1,15,1.4378130261631037,71.89065130815519
15,1,1.4378130261631037,71.89065130815519
2,15,0.8874048814569541,44.370244072847704
15,2,0.8874048814569541,44.370244072847704
3,15,2.3349198385004,116.74599192502
15,3,2.3349198385004,116.74599192502
4,15,1.2364999646711408,61.82499823355704
15,4,1.2364999646711408,61.82499823355704
5,15,1.8527073907759328,92.63536953879664
15,5,1.8527073907759328,92.63536953879664
6,15,1.303527953572029,65.17639767860145
15,6,1.303527953572029,65.17639767860145
7,15,1.4547018466342978,72.7350923317149
15,7,1.4547018466342978,72.7350923317149
8,15,1.3789225134874095,68.94612567437048
15,8,1.3789225134874095,68.94612567437048
9,15,1.3644588670299718,68.22294335149859
15,9,1.3644588670299718,68.22294335149859
10,15,1.3295889683832716,66.47944841916357
15,10,1.3295889683832716,66.47944841916357
11,15,0.36508674570396726,18.254337285198364
15,11,0.36508674570396726,18.254337285198364
12,15,2.16461230514887,108.23061525744352
15,12,2.16461230514887,108.23061525744352
13,15,2.206997431631986,110.3498715815993
15,13,2.206997431631986,110.3498715815993
14,15,2.067017744574831,103.35088722874156
15,14,2.067017744574831,103.35088722874156
