idx,stop,node_idx,arrival
0,0,0,0
0,1,1,9.0
0,2,0,24
10,0,0,0
10,1,11,11.0
10,2,0,24
19,0,0,0
19,1,20,11.0
19,2,0,24
20,0,0,0
20,1,21,8.0
20,2,0,24
21,0,0,0
21,1,22,6.0
21,2,0,24
27,0,0,0
27,1,28,10.0
27,2,0,24
31,0,0,0
31,1,32,9.0
31,2,0,24
40,0,0,0
40,1,41,11.0
40,2,0,24
53,0,0,0
53,1,54,11.0
53,2,0,24
62,0,0,0
62,1,15,6.0
62,2,45,8.0
62,3,35,13.0
62,4,18,13.51882117746235
62,5,0,24
91,0,0,0
91,1,10,10.0
91,2,47,11.0
91,3,3,13.0
91,4,53,19.0
91,5,0,24
97,0,0,0
97,1,30,6.0
97,2,9,8.0
97,3,17,11.210556570712
97,4,49,13.0
97,5,0,24
103,0,0,0
103,1,23,6.0
103,2,29,8.0
103,3,60,21.0
103,4,0,24
110,0,0,0
110,1,24,15.0
110,2,16,15.175980234992915
110,3,55,20.0
110,4,0,24
111,0,0,0
111,1,51,10.0
111,2,37,10.316643872813934
111,3,56,11.732472862772948
111,4,35,13.0
111,5,0,24
112,0,0,0
112,1,40,6.0
112,2,5,7.0
112,3,48,12.0
112,4,0,24
121,0,0,0
121,1,36,9.0
121,2,44,10.0
121,3,25,13.0
121,4,0,24
123,0,0,0
123,1,14,9.481864355553682
123,2,39,10.657003681536771
123,3,58,11.0
123,4,46,12.0
123,5,0,24
128,0,0,0
128,1,13,11.0
128,2,33,11.348577625143093
128,3,43,12.637736084242356
128,4,0,24
133,0,0,0
133,1,59,7.261108518564665
133,2,38,9.577940356704609
133,3,31,10.0
133,4,4,10.616887654679012
133,5,0,24
146,0,0,0
146,1,34,11.0
146,2,2,12.0
146,3,19,19.0
146,4,0,24
149,0,0,0
149,1,17,7.0
149,2,8,9.0
149,3,6,15.469293947016169
149,4,0,24
153,0,0,0
153,1,12,12.0
153,2,57,15.788908704517535
153,3,0,24
155,0,0,0
155,1,26,8.0
155,2,42,9.0
155,3,10,10.0
155,4,50,13.0
155,5,0,24
157,0,0,0
157,1,36,9.0
157,2,52,9.366407816230502
157,3,7,11.0
157,4,27,13.0
157,5,0,24
