idx,stop,node_idx,arrival
1,0,0,0
1,1,4,6.0
1,2,6,9.165559072053217
1,3,33,17.337808617979025
1,4,0,24
2,0,0,0
2,1,22,10.0
2,2,41,12.36984961227309
2,3,31,12.575024006455795
2,4,36,14.0
2,5,0,24
3,0,0,0
3,1,19,8.0
3,2,30,9.596842704035378
3,3,26,10.002558367932679
3,4,0,24
5,0,0,0
5,1,28,6.0
5,2,42,10.0
5,3,45,11.218496015727837
5,4,7,13.0
5,5,10,13.327989370843898
5,6,34,15.404419998528127
5,7,0,24
6,0,0,0
6,1,17,12.0
6,2,9,12.373054415547337
6,3,0,24
9,0,0,0
9,1,13,10.0
9,2,39,11.0
9,3,29,14.0
9,4,0,24
10,0,0,0
10,1,24,11.0
10,2,38,14.351375363505433
10,3,0,24
11,0,0,0
11,1,5,11.170879015322203
11,2,2,15.603760688897577
11,3,20,16.0
11,4,0,24
14,0,0,0
14,1,23,11.0
14,2,32,13.0
14,3,40,13.645341327439432
14,4,0,24
17,0,0,0
17,1,25,10.0
17,2,3,12.0
17,3,12,13.0
17,4,0,24
19,0,0,0
19,1,21,10.0
19,2,1,10.337333343083674
19,3,15,16.0
19,4,0,24
20,0,0,0
20,1,18,10.0
20,2,43,10.502440863219068
20,3,16,13.0
20,4,11,17.0
20,5,0,24
21,0,0,0
21,1,37,9.0
21,2,27,10.0
21,3,0,24
22,0,0,0
22,1,8,9.0
22,2,35,10.0
22,3,44,10.339634948921951
22,4,14,13.201266462259714
22,5,0,24
