start_idx,end_idx,travel_time,cost
0,1,1.3861072400593348,569.3053620029667
1,0,1.3861072400593348,69.30536200296675
0,2,0.5528130440269662,527.6406522013483
2,0,0.5528130440269662,27.64065220134831
1,2,1.1278304915912534,56.39152457956267
2,1,1.1278304915912534,56.39152457956267
0,3,1.5950872042068378,579.7543602103419
3,0,1.5950872042068378,79.75436021034189
1,3,1.8717951132949033,93.58975566474517
3,1,1.8717951132949033,93.58975566474517
2,3,1.9892829282950952,99.46414641475477
3,2,1.9892829282950952,99.46414641475477
0,4,0.7999209758459238,539.9960487922962
4,0,0.7999209758459238,39.99604879229619
1,4,1.1145093020330892,55.72546510165446
4,1,1.1145093020330892,55.72546510165446
2,4,0.24824265175630902,12.412132587815451
4,2,0.24824265175630902,12.412132587815451
3,4,2.203694870497194,110.1847435248597
4,3,2.203694870497194,110.1847435248597
0,5,0.8297531845129289,541.4876592256464
5,0,0.8297531845129289,41.487659225646446
1,5,1.8373945402057552,91.86972701028776
5,1,1.8373945402057552,91.86972701028776
2,5,1.3642125182540825,68.21062591270413
5,2,1.3642125182540825,68.21062591270413
3,5,0.994217305784592,49.7108652892296
5,3,0.994217305784592,49.7108652892296
4,5,1.611695499112827,80.58477495564135
5,4,1.611695499112827,80.58477495564135
0,6,1.3012401105898312,565.0620055294916
6,0,1.3012401105898312,65.06200552949156
1,6,2.3774834789056056,118.87417394528029
6,1,2.3774834789056056,118.87417394528029
2,6,1.255691951214162,62.7845975607081
6,2,1.255691951214162,62.7845975607081
3,6,2.8444379117431633,142.22189558715817
6,3,2.8444379117431633,142.22189558715817
4,6,1.2852248741255168,64.26124370627583
6,4,1.2852248741255168,64.26124370627583
5,6,1.9118774205769162,95.59387102884581
6,5,1.9118774205769162,95.59387102884581
0,7,1.7905595297810586,589.5279764890529
7,0,1.7905595297810586,89.52797648905293
1,7,1.4409256941325037,72.04628470662519
7,1,1.4409256941325037,72.04628470662519
2,7,1.9937178245372964,99.68589122686483
7,2,1.9937178245372964,99.68589122686483
3,7,0.7673055587689778,38.36527793844889
7,3,0.7673055587689778,38.36527793844889
4,7,2.1482707942432637,107.41353971216319
7,4,2.1482707942432637,107.41353971216319
5,7,1.514247724919189,75.71238624595945
7,5,1.514247724919189,75.71238624595945
6,7,3.090372197424571,154.51860987122853
7,6,3.090372197424571,154.51860987122853
0,8,1.7695343940834258,588.4767197041713
8,0,1.7695343940834258,88.47671970417129
1,8,0.8931662806581351,44.65831403290675
8,1,0.8931662806581351,44.65831403290675
2,8,1.7723310628457247,88.61655314228624
8,2,1.7723310628457247,88.61655314228624
3,8,1.3667428199128313,68.33714099564156
8,3,1.3667428199128313,68.33714099564156
4,8,1.8556014478465555,92.78007239232777
8,4,1.8556014478465555,92.78007239232777
5,8,1.8138433754621843,90.69216877310922
8,5,1.8138433754621843,90.69216877310922
6,8,2.995376789840243,149.76883949201215
8,6,2.995376789840243,149.76883949201215
7,8,0.686410830671855,34.32054153359275
8,7,0.686410830671855,34.32054153359275
0,9,1.9258478536125703,596.2923926806285
9,0,1.9258478536125703,96.29239268062851
1,9,1.2762060235401713,63.81030117700857
9,1,1.2762060235401713,63.81030117700857
2,9,2.0304364232817043,101.52182116408521
9,2,2.0304364232817043,101.52182116408521
3,9,1.1320497875783544,56.60248937891772
9,3,1.1320497875783544,56.60248937891772
4,9,2.1482227732078467,107.41113866039233
9,4,2.1482227732078467,107.41113866039233
5,9,1.788931421610276,89.4465710805138
9,5,1.788931421610276,89.4465710805138
6,9,3.2034524666125996,160.17262333063
